#dig
`,`,d,d,d,d,d,d,d,d,d,d,d,d,`,s,`,d,d,d,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,d,d,d,`,`,`,d,d,d,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,`,`,`,d,d,d,`,`,`,d,d,d,d,d,d,d,d,d,`,`,`,d,d,d,`,`,`,`,`,`,`,`,`,`,`,`,`,`,#
`,`,`,`,`,d,d,d,`,`,`,`,d,d,d,d,d,d,d,`,`,`,`,d,d,d,`,`,`,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
`,`,d,d,d,d,d,d,d,d,d,`,`,d,d,d,d,d,`,`,d,d,d,d,d,d,d,d,d,`,`,`,`,`,`,`,`,`,`,`,#
